Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.no.demo-at.json	4578	-	1	0	0	0	1	0	12	46	0	0	0	0	0	0	0	1	0	0	78	90	0	0	0	3	0	1
fsh-generated/resources/AllergyIntolerance-DemoAtAllergyIntolerance-1.json	1455	5	0	0	2	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	11	17	0	0	1	0	0	0
fsh-generated/resources/CodeSystem-no-kodeverk-7514.codesystem.json	1860	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	14	88	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-no-kodeverk-7852.codesystem.json	2297	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	16	88	0	0	0	1	0	0
fsh-generated/resources/Patient-DemoAtPatient-1.json	669	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-demo-at-allergy-intolerance.json	2944	2	0	49	0	0	0	0	0	80	0	0	1	0	0	0	0	1	0	0	144	887	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-demo-at-patient.json	848	1	0	53	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	140	371	0	0	0	12	0	0
fsh-generated/resources/ValueSet-allergener-7852.json	424	2	0	0	0	0	0	0	0	479	0	0	0	0	0	0	0	0	0	0	7	76	0	0	0	1	0	0
fsh-generated/resources/ValueSet-annen-allergi-som-kritisk-informasjon-7514.json	509	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	44	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	1089	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	537	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/index.md	1204	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	6026	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	0	0	0	0	0	0
